Latitud,Longitud,Hora,Azimut [°],Elevacion [°],Distancia [Km]
-62.9436,119.9890,04:57:17,4.51,-26.44,6693.87
-63.0035,119.9455,04:57:18,4.49,-26.47,6699.94
-63.0634,119.9018,04:57:19,4.46,-26.51,6706.00
-63.1232,119.8580,04:57:20,4.44,-26.54,6712.06
-63.1831,119.8140,04:57:21,4.42,-26.58,6721.15
-63.2728,119.7477,04:57:22,4.39,-26.63,6727.20
-63.3327,119.7033,04:57:23,4.37,-26.67,6733.26
-63.3925,119.6588,04:57:24,4.34,-26.70,6739.31
-63.4523,119.6140,04:57:25,4.32,-26.74,6745.36
-63.5120,119.5691,04:57:26,4.30,-26.77,6751.42
-63.6017,119.5014,04:57:28,4.27,-26.83,6760.49
-63.6614,119.4561,04:57:29,4.25,-26.86,6766.54
-63.7212,119.4106,04:57:30,4.23,-26.90,6772.58
-63.7809,119.3649,04:57:31,4.20,-26.93,6778.63
-63.8406,119.3191,04:57:32,4.18,-26.97,6784.67
-63.9301,119.2500,04:57:33,4.15,-27.02,6793.74
-63.9898,119.2037,04:57:34,4.13,-27.06,6799.78
-64.0495,119.1572,04:57:35,4.11,-27.09,6805.82
-64.1091,119.1105,04:57:36,4.09,-27.13,6811.85
-64.1688,119.0637,04:57:37,4.07,-27.16,6817.89
-64.2284,119.0167,04:57:38,4.03,-27.21,6826.94
-64.3178,118.9458,04:57:40,4.01,-27.25,6832.97
-64.3774,118.8983,04:57:41,3.99,-27.28,6839.00
-64.4370,118.8506,04:57:42,3.97,-27.32,6845.03
-64.4965,118.8027,04:57:43,3.95,-27.35,6851.06
-64.5561,118.7547,04:57:44,3.93,-27.41,6860.11
-64.6454,118.6822,04:57:45,3.90,-27.44,6866.13
-64.7049,118.6337,04:57:46,3.88,-27.48,6872.15
-64.7644,118.5850,04:57:47,3.86,-27.51,6878.17
-64.8239,118.5361,04:57:48,3.84,-27.55,6884.19
-64.8834,118.4869,04:57:49,3.81,-27.58,6893.22
-64.9726,118.4129,04:57:51,3.78,-27.64,6899.24
-65.0320,118.3632,04:57:52,3.76,-27.67,6905.25
-65.0914,118.3134,04:57:53,3.74,-27.71,6911.27
-65.1508,118.2634,04:57:54,3.72,-27.74,6917.28
-65.2102,118.2131,04:57:55,3.70,-27.78,6923.29
-65.2993,118.1374,04:57:56,3.67,-27.83,6932.30
-65.3587,118.0866,04:57:57,3.65,-27.86,6938.31
-65.4180,118.0357,04:57:58,3.63,-27.90,6944.32
-65.4773,117.9845,04:57:59,3.61,-27.93,6950.32
-65.5366,117.9331,04:58:00,3.59,-27.97,6956.32
-65.6256,117.8556,04:58:02,3.56,-28.02,6965.32
-65.6849,117.8037,04:58:03,3.54,-28.06,6971.32
-65.7441,117.7515,04:58:04,3.52,-28.09,6977.32
-65.8033,117.6991,04:58:05,3.50,-28.13,6983.32
-65.8626,117.6466,04:58:06,3.48,-28.16,6989.31
-65.9218,117.5937,04:58:07,3.44,-28.21,6998.30
-66.0106,117.5141,04:58:08,3.42,-28.25,7004.29
-66.0697,117.4607,04:58:09,3.40,-28.28,7010.28
-66.1289,117.4071,04:58:10,3.38,-28.32,7016.27
-66.1880,117.3533,04:58:11,3.36,-28.35,7022.26
-66.2471,117.2992,04:58:12,3.33,-28.41,7031.23
-66.3358,117.2176,04:58:14,3.31,-28.44,7037.21
-66.3949,117.1630,04:58:15,3.29,-28.48,7043.20
-66.4539,117.1081,04:58:16,3.27,-28.51,7049.17
-66.5130,117.0529,04:58:17,3.25,-28.55,7055.15
-66.5720,116.9975,04:58:18,3.22,-28.60,7064.12
-66.6605,116.9140,04:58:19,3.20,-28.63,7070.09
-66.7195,116.8580,04:58:20,3.18,-28.67,7076.06
-66.7785,116.8018,04:58:21,3.16,-28.70,7082.03
-66.8374,116.7453,04:58:22,3.14,-28.74,7088.00
-66.8963,116.6885,04:58:24,3.11,-28.79,7096.95
-66.9847,116.6029,04:58:25,3.09,-28.83,7102.92
-67.0436,116.5456,04:58:26,3.07,-28.86,7108.88
-67.1024,116.4879,04:58:27,3.05,-28.90,7114.85
-67.1613,116.4300,04:58:28,3.03,-28.93,7120.81
-67.2201,116.3719,04:58:29,3.01,-28.98,7129.74
-67.3083,116.2841,04:58:30,2.99,-29.02,7135.70
-67.3671,116.2253,04:58:31,2.97,-29.05,7141.66
-67.4259,116.1662,04:58:32,2.95,-29.09,7147.61
-67.4846,116.1068,04:58:33,2.93,-29.12,7153.56
-67.5433,116.0472,04:58:34,2.91,-29.17,7162.49
-67.6314,115.9572,04:58:36,2.88,-29.21,7168.43
-67.6900,115.8969,04:58:37,2.86,-29.24,7174.38
-67.7487,115.8363,04:58:38,2.84,-29.28,7180.33
-67.8073,115.7754,04:58:39,2.82,-29.31,7186.27
-67.8659,115.7142,04:58:40,2.80,-29.35,7195.18
-67.9538,115.6219,04:58:41,2.77,-29.40,7201.12
-68.0124,115.5600,04:58:42,2.75,-29.44,7207.06
-68.0709,115.4978,04:58:43,2.73,-29.47,7212.99
-68.1294,115.4353,04:58:44,2.71,-29.51,7218.93
-68.1879,115.3725,04:58:45,2.69,-29.54,7224.86
-68.2756,115.2778,04:58:47,2.66,-29.59,7233.76
-68.3341,115.2143,04:58:48,2.65,-29.63,7239.68
-68.3925,115.1504,04:58:49,2.63,-29.66,7245.61
-68.4509,115.0863,04:58:50,2.61,-29.70,7251.54
-68.5093,115.0218,04:58:51,2.59,-29.73,7257.46
-68.5968,114.9246,04:58:52,2.56,-29.78,7266.34
-68.6551,114.8593,04:58:53,2.54,-29.82,7272.26
-68.7134,114.7937,04:58:54,2.52,-29.85,7278.18
-68.7717,114.7279,04:58:55,2.50,-29.89,7284.10
-68.8299,114.6617,04:58:56,2.48,-29.92,7290.01
-68.8882,114.5951,04:58:58,2.45,-29.98,7298.88
-68.9755,114.4947,04:58:59,2.44,-30.01,7304.79
-69.0336,114.4274,04:59:00,2.42,-30.05,7310.70
-69.0918,114.3597,04:59:01,2.40,-30.08,7316.60
-69.1499,114.2916,04:59:02,2.38,-30.11,7322.51
-69.2080,114.2233,04:59:03,2.35,-30.17,7331.36
-69.2951,114.1201,04:59:04,2.33,-30.20,7337.27
-69.3531,114.0508,04:59:05,2.31,-30.24,7343.16
-69.4112,113.9812,04:59:06,2.29,-30.27,7349.06
-69.4691,113.9113,04:59:07,2.27,-30.31,7354.96
-69.5271,113.8410,04:59:08,2.26,-30.36,7363.80
-69.6140,113.7349,04:59:10,2.23,-30.39,7369.69
-69.6719,113.6637,04:59:11,2.21,-30.43,7375.58
-69.7298,113.5922,04:59:12,2.19,-30.46,7381.47
-69.7876,113.5202,04:59:13,2.17,-30.50,7387.36
-69.8454,113.4479,04:59:14,2.15,-30.53,7393.24
-69.9321,113.3388,04:59:15,2.13,-30.58,7402.06
-69.9898,113.2655,04:59:16,2.11,-30.62,7407.94
-70.0475,113.1919,04:59:17,2.09,-30.65,7413.82
-70.1052,113.1179,04:59:18,2.07,-30.69,7419.70
-70.1629,113.0435,04:59:19,2.05,-30.72,7425.58
-70.2205,112.9687,04:59:21,2.02,-30.77,7434.38
-70.3069,112.8558,04:59:22,2.01,-30.81,7440.26
-70.3645,112.7800,04:59:23,1.99,-30.84,7446.12
-70.4220,112.7038,04:59:24,1.97,-30.88,7451.99
-70.4796,112.6272,04:59:25,1.95,-30.91,7457.86
-70.5370,112.5502,04:59:26,1.92,-30.96,7466.65
-70.6232,112.4339,04:59:27,1.90,-31.00,7472.51
-70.6806,112.3558,04:59:28,1.89,-31.03,7478.37
-70.7380,112.2773,04:59:29,1.87,-31.07,7484.23
-70.7953,112.1984,04:59:30,1.85,-31.10,7490.09
-70.8526,112.1191,04:59:31,1.83,-31.16,7498.87
-70.9385,111.9993,04:59:33,1.80,-31.19,7504.72
-70.9958,111.9189,04:59:34,1.79,-31.22,7510.57
-71.0530,111.8380,04:59:35,1.77,-31.26,7516.42
-71.1101,111.7567,04:59:36,1.75,-31.29,7522.26
-71.1673,111.6750,04:59:37,1.73,-31.33,7531.03
-71.2529,111.5515,04:59:38,1.70,-31.38,7536.87
-71.3100,111.4686,04:59:39,1.69,-31.42,7542.71
-71.3670,111.3852,04:59:40,1.67,-31.45,7548.55
-71.4240,111.3013,04:59:41,1.65,-31.48,7554.39
-71.4809,111.2170,04:59:42,1.63,-31.52,7563.14
-71.5663,111.0897,04:59:44,1.60,-31.57,7568.97
-71.6231,111.0042,04:59:45,1.59,-31.61,7574.80
-71.6800,110.9182,04:59:46,1.57,-31.64,7580.63
-71.7368,110.8317,04:59:47,1.55,-31.67,7586.45
-71.7935,110.7447,04:59:48,1.53,-31.71,7592.28
-71.8786,110.6133,04:59:49,1.51,-31.76,7601.01
-71.9353,110.5251,04:59:50,1.49,-31.80,7606.83
-71.9919,110.4363,04:59:51,1.47,-31.83,7612.65
-72.0485,110.3471,04:59:52,1.45,-31.86,7618.46
-72.1050,110.2573,04:59:53,1.44,-31.90,7624.28
-72.1615,110.1670,04:59:54,1.41,-31.95,7633.00
-72.2462,110.0305,04:59:56,1.39,-31.99,7638.81
-72.3027,109.9389,04:59:57,1.37,-32.02,7644.61
-72.3590,109.8467,04:59:58,1.36,-32.05,7650.42
-72.4154,109.7540,04:59:59,1.34,-32.09,7656.22
-72.4717,109.6607,05:00:00,1.32,-32.14,7664.93
-72.5561,109.5198,05:00:01,1.29,-32.18,7670.73
-72.6123,109.4251,05:00:02,1.28,-32.21,7676.53
-72.6684,109.3299,05:00:03,1.26,-32.24,7682.32
-72.7245,109.2341,05:00:04,1.24,-32.28,7688.12
-72.7806,109.1377,05:00:05,1.22,-32.31,7696.80
-72.8646,108.9920,05:00:07,1.20,-32.36,7702.59
-72.9206,108.8941,05:00:08,1.18,-32.40,7708.38
-72.9765,108.7957,05:00:09,1.16,-32.43,7714.16
-73.0324,108.6966,05:00:10,1.15,-32.47,7719.95
-73.0882,108.5970,05:00:11,1.13,-32.50,7725.73
-73.1719,108.4463,05:00:12,1.10,-32.55,7734.40
-73.2276,108.3451,05:00:13,1.08,-32.59,7740.18
-73.2833,108.2433,05:00:14,1.07,-32.62,7745.95
-73.3389,108.1408,05:00:15,1.05,-32.66,7751.72
-73.3945,108.0377,05:00:16,1.03,-32.69,7757.50
-73.4500,107.9340,05:00:17,1.01,-32.74,7766.15
-73.5332,107.7771,05:00:19,0.99,-32.78,7771.92
-73.5886,107.6717,05:00:20,0.97,-32.81,7777.68
-73.6440,107.5657,05:00:21,0.95,-32.85,7783.44
-73.6993,107.4589,05:00:22,0.94,-32.88,7789.20
-73.7546,107.3515,05:00:23,0.91,-32.93,7797.85
-73.8374,107.1891,05:00:24,0.89,-32.97,7803.60
-73.8925,107.0800,05:00:25,0.88,-33.00,7809.35
-73.9476,106.9702,05:00:26,0.86,-33.04,7815.10
-74.0026,106.8596,05:00:27,0.84,-33.07,7820.85
-74.0576,106.7484,05:00:29,0.82,-33.12,7829.48
-74.1400,106.5802,05:00:30,0.80,-33.16,7835.22
-74.1948,106.4671,05:00:31,0.78,-33.19,7840.97
-74.2496,106.3533,05:00:32,0.77,-33.23,7846.71
-74.3043,106.2387,05:00:33,0.75,-33.26,7852.45
-74.3590,106.1234,05:00:34,0.72,-33.31,7861.05
-74.4409,105.9491,05:00:35,0.71,-33.35,7866.79
-74.4954,105.8319,05:00:36,0.69,-33.38,7872.52
-74.5499,105.7139,05:00:37,0.67,-33.41,7878.25
-74.6043,105.5951,05:00:38,0.66,-33.45,7883.98
-74.6587,105.4755,05:00:39,0.64,-33.48,7892.57
-74.7401,105.2947,05:00:41,0.61,-33.54,7898.29
-74.7943,105.1731,05:00:42,0.60,-33.57,7904.01
-74.8485,105.0507,05:00:43,0.58,-33.60,7909.73
-74.9025,104.9275,05:00:44,0.56,-33.64,7915.45
-74.9566,104.8034,05:00:45,0.55,-33.67,7921.17
-75.0375,104.6158,05:00:46,0.52,-33.72,7929.74
-75.0913,104.4896,05:00:47,0.51,-33.76,7935.45
-75.1451,104.3625,05:00:48,0.49,-33.79,7941.16
-75.1988,104.2346,05:00:49,0.47,-33.83,7946.87
-75.2525,104.1058,05:00:50,0.46,-33.86,7952.57
-75.3061,103.9762,05:00:52,0.43,-33.91,7961.14
-75.3863,103.7799,05:00:53,0.41,-33.95,7966.82
-75.4398,103.6480,05:00:54,0.40,-33.98,7972.52
-75.4931,103.5151,05:00:55,0.38,-34.02,7978.22
-75.5464,103.3813,05:00:56,0.36,-34.05,7983.91
-75.5996,103.2466,05:00:57,0.34,-34.10,7992.46
-75.6793,103.0428,05:00:58,0.32,-34.14,7998.14
-75.7323,102.9056,05:00:59,0.31,-34.17,8003.83
-75.7852,102.7676,05:01:00,0.29,-34.20,8009.51
-75.8381,102.6285,05:01:01,0.27,-34.24,8015.19
-75.8909,102.4885,05:01:02,0.26,-34.29,8023.71
-75.9700,102.2765,05:01:04,0.23,-34.32,8029.39
-76.0226,102.1339,05:01:05,0.22,-34.36,8035.07
-76.0751,101.9904,05:01:06,0.20,-34.39,8040.74
-76.1275,101.8457,05:01:07,0.18,-34.43,8046.41
-76.1799,101.7001,05:01:08,0.17,-34.46,8054.92
-76.2583,101.4796,05:01:09,0.14,-34.51,8060.58
-76.3104,101.3313,05:01:10,0.13,-34.55,8066.25
-76.3625,101.1819,05:01:11,0.11,-34.58,8071.91
-76.4145,101.0314,05:01:12,0.09,-34.62,8077.57
-76.4664,100.8798,05:01:13,0.08,-34.65,8083.23
-76.5441,100.6504,05:01:15,0.05,-34.70,8091.71
-76.5958,100.4960,05:01:16,0.04,-34.74,8097.37
-76.6473,100.3404,05:01:17,0.02,-34.77,8103.02
-76.6988,100.1838,05:01:18,0.00,-34.80,8108.67
-76.7503,100.0259,05:01:19,359.99,-34.84,8114.31
-76.8016,99.8669,05:01:20,359.96,-34.89,8122.78
-76.8784,99.6262,05:01:21,359.95,-34.92,8128.42
-76.9294,99.4642,05:01:22,359.93,-34.96,8134.06
-76.9804,99.3010,05:01:23,359.91,-34.99,8139.70
-77.0313,99.1365,05:01:24,359.90,-35.03,8145.34
-77.0821,98.9708,05:01:26,359.87,-35.08,8153.78
-77.1581,98.7200,05:01:27,359.86,-35.11,8159.42
-77.2086,98.5511,05:01:28,359.84,-35.15,8165.04
-77.2590,98.3810,05:01:29,359.83,-35.18,8170.67
-77.3093,98.2096,05:01:30,359.81,-35.21,8176.29
-77.3596,98.0369,05:01:31,359.79,-35.27,8184.73
-77.4347,97.7754,05:01:32,359.77,-35.30,8190.35
-77.4846,97.5993,05:01:33,359.75,-35.33,8195.96
-77.5345,97.4219,05:01:34,359.74,-35.37,8201.58
-77.5842,97.2432,05:01:35,359.72,-35.40,8207.19
-77.6338,97.0630,05:01:36,359.71,-35.45,8215.60
-77.7080,96.7902,05:01:38,359.68,-35.49,8221.21
-77.7573,96.6066,05:01:39,359.67,-35.52,8226.82
-77.8066,96.4215,05:01:40,359.65,-35.56,8232.42
-77.8556,96.2350,05:01:41,359.63,-35.59,8238.02
-77.9046,96.0470,05:01:42,359.62,-35.62,8246.42
-77.9778,95.7623,05:01:43,359.60,-35.68,8252.01
-78.0265,95.5706,05:01:44,359.58,-35.71,8257.61
-78.0750,95.3775,05:01:45,359.56,-35.74,8263.20
-78.1234,95.1828,05:01:46,359.55,-35.78,8268.79
-78.1717,94.9865,05:01:47,359.53,-35.81,8274.37
-78.2199,94.7888,05:01:49,359.51,-35.86,8282.75
-78.2918,94.4892,05:01:50,359.49,-35.90,8288.33
-78.3396,94.2874,05:01:51,359.48,-35.93,8293.91
-78.3873,94.0841,05:01:52,359.46,-35.97,8299.49
-78.4349,93.8792,05:01:53,359.45,-36.00,8307.85
-78.5059,93.5687,05:01:54,359.42,-36.05,8313.42
-78.5531,93.3597,05:01:55,359.41,-36.09,8318.99
-78.6001,93.1490,05:01:56,359.39,-36.12,8324.56
-78.6470,92.9366,05:01:57,359.38,-36.15,8330.13
-78.6938,92.7225,05:01:58,359.36,-36.19,8335.69
-78.7636,92.3982,05:02:00,359.34,-36.24,8344.03
-78.8100,92.1797,05:02:01,359.32,-36.27,8349.59
-78.8562,91.9596,05:02:02,359.31,-36.31,8355.14
-78.9023,91.7376,05:02:03,359.29,-36.34,8360.70
-78.9482,91.5139,05:02:04,359.27,-36.38,8366.25
-78.9939,91.2884,05:02:05,359.25,-36.43,8374.57
-79.0623,90.9466,05:02:06,359.24,-36.46,8380.12
-79.1076,90.7165,05:02:07,359.22,-36.49,8385.66
-79.1528,90.4845,05:02:08,359.20,-36.53,8391.20
-79.1978,90.2507,05:02:09,359.19,-36.56,8396.74
-79.2426,90.0149,05:02:10,359.17,-36.61,8405.04
-79.3095,89.6577,05:02:12,359.15,-36.65,8410.58
-79.3539,89.4171,05:02:13,359.14,-36.68,8416.11
-79.3981,89.1746,05:02:14,359.12,-36.72,8421.64
-79.4422,88.9301,05:02:15,359.10,-36.75,8427.17
-79.4860,88.6837,05:02:16,359.09,-36.78,8435.45
-79.5515,88.3102,05:02:17,359.07,-36.84,8440.97
-79.5948,88.0587,05:02:18,359.05,-36.87,8446.49
-79.6380,87.8052,05:02:19,359.04,-36.90,8452.01
-79.6810,87.5496,05:02:20,359.02,-36.94,8457.53
-79.7238,87.2919,05:02:21,359.01,-36.97,8465.79
-79.7877,86.9014,05:02:23,358.98,-37.02,8471.30
-79.8300,86.6385,05:02:24,358.97,-37.06,8476.81
-79.8721,86.3734,05:02:25,358.95,-37.09,8482.32
-79.9140,86.1062,05:02:26,358.94,-37.12,8487.82
-79.9556,85.8368,05:02:27,358.92,-37.16,8493.32
-80.0178,85.4284,05:02:28,358.90,-37.21,8501.57
-80.0589,85.1538,05:02:29,358.88,-37.24,8507.06
-80.0998,84.8767,05:02:30,358.87,-37.28,8512.55
-80.1405,84.5974,05:02:31,358.85,-37.31,8518.04
-80.1810,84.3158,05:02:32,358.84,-37.35,8523.53
-80.2212,84.0319,05:02:34,358.82,-37.40,8531.76
-80.2812,83.6019,05:02:35,358.80,-37.43,8537.24
-80.3208,83.3123,05:02:36,358.79,-37.46,8542.72
-80.3603,83.0204,05:02:37,358.77,-37.50,8548.20
-80.3995,82.7262,05:02:38,358.76,-37.53,8553.67
-80.4384,82.4296,05:02:39,358.73,-37.58,8561.88
-80.4964,81.9803,05:02:40,358.72,-37.62,8567.35
-80.5347,81.6778,05:02:41,358.70,-37.65,8572.82
-80.5727,81.3729,05:02:42,358.69,-37.69,8578.29
-80.6106,81.0656,05:02:43,358.67,-37.72,8583.75
-80.6481,80.7559,05:02:44,358.66,-37.75,8591.94
-80.7039,80.2868,05:02:46,358.64,-37.80,8597.40
-80.7408,79.9709,05:02:47,358.62,-37.84,8602.85
-80.7774,79.6526,05:02:48,358.61,-37.87,8608.31
-80.8138,79.3319,05:02:49,358.59,-37.91,8613.76
-80.8498,79.0086,05:02:50,358.58,-37.94,8619.20
-80.9034,78.5191,05:02:51,358.55,-37.99,8627.37
-80.9388,78.1896,05:02:52,358.54,-38.03,8632.81
-80.9738,77.8576,05:02:53,358.52,-38.06,8638.26
-81.0086,77.5231,05:02:54,358.51,-38.09,8643.69
-81.0431,77.1860,05:02:55,358.49,-38.13,8649.13
-81.0772,76.8464,05:02:57,358.47,-38.18,8657.29
-81.1279,76.3322,05:02:58,358.46,-38.21,8662.71
-81.1613,75.9862,05:02:59,358.44,-38.25,8668.14
-81.1944,75.6377,05:03:00,358.43,-38.28,8673.56
-81.2272,75.2866,05:03:01,358.41,-38.31,8678.98
-81.2597,74.9329,05:03:02,358.39,-38.37,8687.11
-81.3078,74.3976,05:03:03,358.38,-38.40,8692.53
-81.3394,74.0375,05:03:04,358.36,-38.43,8697.95
-81.3707,73.6748,05:03:05,358.35,-38.47,8703.36
-81.4017,73.3095,05:03:06,358.33,-38.50,8708.77
-81.4324,72.9417,05:03:07,358.32,-38.55,8716.88
-81.4777,72.3851,05:03:09,358.30,-38.59,8722.28
-81.5075,72.0108,05:03:10,358.28,-38.62,8727.68
-81.5369,71.6340,05:03:11,358.27,-38.65,8733.08
-81.5660,71.2546,05:03:12,358.25,-38.69,8738.48
-81.5947,70.8726,05:03:13,358.24,-38.72,8746.57
-81.6371,70.2949,05:03:14,358.22,-38.77,8751.96
-81.6649,69.9065,05:03:15,358.20,-38.81,8757.35
-81.6923,69.5156,05:03:16,358.19,-38.84,8762.74
-81.7193,69.1222,05:03:17,358.17,-38.87,8768.12
-81.7460,68.7263,05:03:18,358.16,-38.91,8773.51
-81.7853,68.1277,05:03:20,358.14,-38.96,8781.91
-81.8110,67.7256,05:03:21,358.13,-38.99,8787.29
-81.8363,67.3210,05:03:22,358.11,-39.03,8792.66
-81.8613,66.9139,05:03:23,358.10,-39.06,8798.03
-81.8858,66.5044,05:03:24,358.08,-39.10,8803.40
-81.9099,66.0924,05:03:25,358.06,-39.15,8811.45
-81.9453,65.4700,05:03:26,358.05,-39.18,8816.81
-81.9684,65.0521,05:03:27,358.03,-39.21,8822.17
-82.0023,64.4209,05:03:29,358.01,-39.27,8830.21
-82.0243,63.9971,05:03:30,358.00,-39.30,8835.56
-82.0459,63.5711,05:03:31,357.98,-39.33,8840.91
-82.0671,63.1428,05:03:32,357.97,-39.37,8846.26
-82.0879,62.7123,05:03:33,357.95,-39.40,8851.61
-82.1082,62.2796,05:03:34,357.93,-39.45,8859.63
-82.1379,61.6265,05:03:35,357.92,-39.49,8864.97
-82.1571,61.1884,05:03:36,357.90,-39.52,8870.30
-82.1759,60.7482,05:03:37,357.89,-39.55,8878.31
-82.2032,60.0840,05:03:39,357.87,-39.60,8883.64
-82.2209,59.6387,05:03:40,357.85,-39.64,8888.97
-82.2381,59.1915,05:03:41,357.84,-39.67,8894.30
-82.2548,58.7423,05:03:42,357.82,-39.71,8899.63
-82.2711,58.2913,05:03:43,357.81,-39.76,8907.61
-82.2946,57.6112,05:03:44,357.79,-39.79,8912.93
-82.3097,57.1556,05:03:45,357.77,-39.82,8918.25
-82.3243,56.6983,05:03:46,357.76,-39.86,8923.56
-82.3385,56.2393,05:03:47,357.75,-39.89,8928.87
-82.3522,55.7786,05:03:48,357.73,-39.93,8936.84
-82.3718,55.0846,05:03:50,357.71,-39.98,8942.14
-82.3842,54.6201,05:03:51,357.70,-40.01,8947.45
-82.3962,54.1540,05:03:52,357.68,-40.04,8955.40
-82.4132,53.4523,05:03:53,357.66,-40.09,8960.70
-82.4240,52.9828,05:03:54,357.65,-40.13,8965.99
-82.4342,52.5121,05:03:55,357.63,-40.16,8971.28
-82.4440,52.0401,05:03:56,357.62,-40.20,8976.57
-82.4532,51.5669,05:03:57,357.60,-40.23,8981.86
-82.4620,51.0926,05:03:59,357.58,-40.28,8989.79
-82.4742,50.3792,05:04:00,357.57,-40.31,8995.07
-82.4817,49.9024,05:04:01,357.55,-40.35,9000.35
-82.4887,49.4247,05:04:02,357.54,-40.38,9005.63
-82.4951,48.9462,05:04:03,357.53,-40.42,9010.90
-82.5011,48.4668,05:04:04,357.51,-40.47,9018.81
-82.5091,47.7465,05:04:05,357.49,-40.50,9024.08
-82.5138,47.2655,05:04:06,357.48,-40.53,9029.34
-82.5180,46.7839,05:04:07,357.46,-40.57,9034.61
-82.5216,46.3018,05:04:08,357.45,-40.60,9039.87
-82.5248,45.8193,05:04:09,357.44,-40.65,9047.75
-82.5285,45.0948,05:04:11,357.41,-40.69,9053.01
-82.5304,44.6115,05:04:12,357.40,-40.72,9058.26
-82.5317,44.1280,05:04:13,357.39,-40.75,9063.51
-82.5325,43.6443,05:04:14,357.37,-40.79,9068.76
-82.5329,43.1606,05:04:15,357.36,-40.84,9076.62
-82.5323,42.4350,05:04:16,357.34,-40.87,9081.86
-82.5314,41.9514,05:04:17,357.32,-40.91,9087.10
-82.5298,41.4680,05:04:18,357.31,-40.94,9092.34
-82.5278,40.9847,05:04:19,357.30,-40.97,9097.57
-82.5253,40.5018,05:04:20,357.28,-41.01,9105.42
-82.5205,39.7780,05:04:22,357.26,-41.06,9110.65
-82.5167,39.2961,05:04:23,357.25,-41.09,9115.87
-82.5124,38.8147,05:04:24,357.23,-41.12,9121.09
-82.5075,38.3339,05:04:25,357.22,-41.16,9126.31
-82.5021,37.8537,05:04:26,357.21,-41.19,9131.53
-82.4931,37.1342,05:04:27,357.19,-41.24,9139.36
-82.4865,36.6564,05:04:28,357.17,-41.28,9144.56
-82.4794,36.1790,05:04:29,357.16,-41.31,9149.77
-82.4717,35.7025,05:04:30,357.14,-41.34,9154.98
-82.4635,35.2270,05:04:31,357.13,-41.38,9160.18
-82.4549,34.7525,05:04:33,357.11,-41.43,9167.98
-82.4410,34.0428,05:04:34,357.10,-41.46,9173.18
-82.4310,33.5712,05:04:35,357.08,-41.50,9178.37
-82.4206,33.1008,05:04:36,357.07,-41.53,9183.57
-82.4097,32.6317,05:04:37,357.05,-41.56,9188.75
-82.3983,32.1640,05:04:38,357.03,-41.61,9196.54
-82.3803,31.4651,05:04:39,357.02,-41.65,9201.72
-82.3677,31.0010,05:04:40,357.01,-41.68,9206.90
-82.3546,30.5384,05:04:41,356.99,-41.72,9212.08
-82.3410,30.0775,05:04:42,356.98,-41.75,9217.25
-82.3270,29.6181,05:04:43,356.96,-41.80,9225.01
-82.3050,28.9323,05:04:45,356.94,-41.83,9230.18
-82.2897,28.4772,05:04:46,356.93,-41.87,9235.35
-82.2740,28.0240,05:04:47,356.92,-41.90,9240.51
-82.2578,27.5726,05:04:48,356.90,-41.93,9245.67
-82.2412,27.1230,05:04:49,356.88,-41.98,9253.41
-82.2154,26.4524,05:04:50,356.87,-42.02,9258.57
-82.1976,26.0077,05:04:51,356.86,-42.05,9263.72
-82.1793,25.5651,05:04:52,356.84,-42.09,9268.87
-82.1606,25.1245,05:04:53,356.83,-42.12,9274.02
-82.1415,24.6860,05:04:54,356.81,-42.17,9281.73
-82.1119,24.0322,05:04:56,356.80,-42.20,9286.87
-82.0917,23.5991,05:04:57,356.78,-42.24,9292.01
-82.0710,23.1682,05:04:58,356.77,-42.27,9297.15
-82.0499,22.7394,05:04:59,356.75,-42.30,9302.28
-82.0283,22.3130,05:05:00,356.74,-42.36,9309.98
-81.9952,21.6776,05:05:01,356.72,-42.39,9315.11
-81.9726,21.2569,05:05:02,356.71,-42.42,9320.23
-81.9496,20.8386,05:05:03,356.69,-42.46,9325.35
-81.9261,20.4226,05:05:04,356.68,-42.49,9330.47
-81.9023,20.0090,05:05:05,356.67,-42.52,9338.14
-81.8658,19.3931,05:05:07,356.65,-42.57,9343.26
-81.8409,18.9856,05:05:08,356.63,-42.61,9348.37
-81.8157,18.5805,05:05:09,356.62,-42.64,9353.48
-81.7900,18.1779,05:05:10,356.61,-42.68,9358.58
-81.7640,17.7777,05:05:11,356.59,-42.71,9366.23
-81.7243,17.1822,05:05:12,356.57,-42.76,9371.33
-81.6973,16.7883,05:05:13,356.56,-42.79,9376.43
-81.6699,16.3969,05:05:14,356.55,-42.83,9381.52
-81.6422,16.0081,05:05:15,356.53,-42.86,9386.61
-81.6141,15.6218,05:05:16,356.52,-42.89,9391.70
-81.5712,15.0472,05:05:18,356.50,-42.94,9399.33
-81.5422,14.6673,05:05:19,356.49,-42.98,9404.41
-81.5129,14.2900,05:05:20,356.47,-43.01,9409.49
-81.4831,13.9152,05:05:21,356.46,-43.05,9414.56
-81.4531,13.5430,05:05:22,356.45,-43.08,9422.17
-81.4073,12.9896,05:05:23,356.43,-43.13,9427.24
-81.3764,12.6238,05:05:24,356.41,-43.16,9432.31
-81.3452,12.2606,05:05:25,356.40,-43.20,9437.37
-81.3136,11.9000,05:05:26,356.39,-43.23,9442.44
-81.2816,11.5420,05:05:27,356.37,-43.26,9447.50
-81.2332,11.0098,05:05:29,356.35,-43.31,9455.08
-81.2004,10.6582,05:05:30,356.34,-43.35,9460.13
